Feature,Importance
lag_return_1m,0.20588480206635054
lag_return_3m,0.15663031450718076
log_market_cap,0.1354239607487971
INFLATION_RATE,0.12280119654582336
FEDFUNDS_LAG12,0.11101782847916083
MORTGAGE30US,0.08180237393810376
FEDFUNDS_LAG3,0.06662344689701608
FEDFUNDS_LAG1,0.06442537242170324
UNRATE,0.055390704395864326
